CDS	LEAname	Countyname	LocalIndicator	Performance
20652430000000	Madera Unified	Madera	Climate-Priority Area 6	Met
20652760000000	Raymond-Knowles Union Elementary	Madera	Basic-Priority Area 1	Met
20652760000000	Raymond-Knowles Union Elementary	Madera	Academic-Priority Area 2	Met
20652760000000	Raymond-Knowles Union Elementary	Madera	Parents-Priority Area 3	Met
20652760000000	Raymond-Knowles Union Elementary	Madera	Climate-Priority Area 6	Met
20755800000000	Golden Valley Unified	Madera	Basic-Priority Area 1	Met
20755800000000	Golden Valley Unified	Madera	Academic-Priority Area 2	Met
20755800000000	Golden Valley Unified	Madera	Parents-Priority Area 3	Met
20755800000000	Golden Valley Unified	Madera	Climate-Priority Area 6	Met
20756060000000	Chawanakee Unified	Madera	Basic-Priority Area 1	Met
20756060000000	Chawanakee Unified	Madera	Academic-Priority Area 2	Met
20756060000000	Chawanakee Unified	Madera	Parents-Priority Area 3	Met
20756060000000	Chawanakee Unified	Madera	Climate-Priority Area 6	Met
20764140000000	Yosemite Unified	Madera	Basic-Priority Area 1	Met
20764140000000	Yosemite Unified	Madera	Academic-Priority Area 2	Met
20764140000000	Yosemite Unified	Madera	Parents-Priority Area 3	Met
20764140000000	Yosemite Unified	Madera	Climate-Priority Area 6	Met
21102150000000	Marin County Office of Education	Marin	Basic-Priority Area 1	Met
21102150000000	Marin County Office of Education	Marin	Academic-Priority Area 2	Met
21102150000000	Marin County Office of Education	Marin	Parents-Priority Area 3	Met
21102150000000	Marin County Office of Education	Marin	Climate-Priority Area 6	Met
21102150000000	Marin County Office of Education	Marin	Expelled-Priority Area 9	Met
21102150000000	Marin County Office of Education	Marin	FosterYouth-Priority Area 10	Met
21653000000000	Bolinas-Stinson Union	Marin	Basic-Priority Area 1	Met
21653000000000	Bolinas-Stinson Union	Marin	Academic-Priority Area 2	Met
21653000000000	Bolinas-Stinson Union	Marin	Parents-Priority Area 3	Met
21653000000000	Bolinas-Stinson Union	Marin	Climate-Priority Area 6	Met
21653180000000	Dixie Elementary	Marin	Basic-Priority Area 1	Met
21653180000000	Dixie Elementary	Marin	Academic-Priority Area 2	Met
21653180000000	Dixie Elementary	Marin	Parents-Priority Area 3	Met
21653180000000	Dixie Elementary	Marin	Climate-Priority Area 6	Met
21653340000000	Kentfield Elementary	Marin	Basic-Priority Area 1	Met
21653340000000	Kentfield Elementary	Marin	Academic-Priority Area 2	Met
21653340000000	Kentfield Elementary	Marin	Parents-Priority Area 3	Met
21653340000000	Kentfield Elementary	Marin	Climate-Priority Area 6	Met
21653420000000	Laguna Joint Elementary	Marin	Basic-Priority Area 1	Met
21653420000000	Laguna Joint Elementary	Marin	Academic-Priority Area 2	Met
21653420000000	Laguna Joint Elementary	Marin	Parents-Priority Area 3	Met
21653420000000	Laguna Joint Elementary	Marin	Climate-Priority Area 6	Met
21653590000000	Lagunitas Elementary	Marin	Basic-Priority Area 1	Met
21653590000000	Lagunitas Elementary	Marin	Academic-Priority Area 2	Met
21653590000000	Lagunitas Elementary	Marin	Parents-Priority Area 3	Met
21653590000000	Lagunitas Elementary	Marin	Climate-Priority Area 6	Met
21653670000000	Larkspur-Corte Madera	Marin	Basic-Priority Area 1	Met
21653670000000	Larkspur-Corte Madera	Marin	Academic-Priority Area 2	Met
21653670000000	Larkspur-Corte Madera	Marin	Parents-Priority Area 3	Met
21653670000000	Larkspur-Corte Madera	Marin	Climate-Priority Area 6	Met
21653750000000	Lincoln Elementary	Marin	Basic-Priority Area 1	Met
21653750000000	Lincoln Elementary	Marin	Academic-Priority Area 2	Met
21653750000000	Lincoln Elementary	Marin	Parents-Priority Area 3	Met
21653750000000	Lincoln Elementary	Marin	Climate-Priority Area 6	Met
21653910000000	Mill Valley Elementary	Marin	Basic-Priority Area 1	Met
21653910000000	Mill Valley Elementary	Marin	Academic-Priority Area 2	Met
21653910000000	Mill Valley Elementary	Marin	Parents-Priority Area 3	Met
21653910000000	Mill Valley Elementary	Marin	Climate-Priority Area 6	Met
21654090000000	Nicasio	Marin	Basic-Priority Area 1	Met
21654090000000	Nicasio	Marin	Academic-Priority Area 2	Met
21654090000000	Nicasio	Marin	Parents-Priority Area 3	Met
21654090000000	Nicasio	Marin	Climate-Priority Area 6	Met
21654170000000	Novato Unified	Marin	Basic-Priority Area 1	Met
21654170000000	Novato Unified	Marin	Academic-Priority Area 2	Met
21654170000000	Novato Unified	Marin	Parents-Priority Area 3	Met
21654170000000	Novato Unified	Marin	Climate-Priority Area 6	Met
21654250000000	Reed Union Elementary	Marin	Basic-Priority Area 1	Met
21654250000000	Reed Union Elementary	Marin	Academic-Priority Area 2	Met
21654250000000	Reed Union Elementary	Marin	Parents-Priority Area 3	Met
21654250000000	Reed Union Elementary	Marin	Climate-Priority Area 6	Met
21654330000000	Ross Elementary	Marin	Basic-Priority Area 1	Met
21654330000000	Ross Elementary	Marin	Academic-Priority Area 2	Met
21654330000000	Ross Elementary	Marin	Parents-Priority Area 3	Met
21654330000000	Ross Elementary	Marin	Climate-Priority Area 6	Met
21654580000000	San Rafael City Elementary	Marin	Basic-Priority Area 1	Met
21654580000000	San Rafael City Elementary	Marin	Academic-Priority Area 2	Met
21654580000000	San Rafael City Elementary	Marin	Parents-Priority Area 3	Met
21654580000000	San Rafael City Elementary	Marin	Climate-Priority Area 6	Met
21654660000000	San Rafael City High	Marin	Basic-Priority Area 1	Met
21654660000000	San Rafael City High	Marin	Academic-Priority Area 2	Met
21654660000000	San Rafael City High	Marin	Parents-Priority Area 3	Met
21654660000000	San Rafael City High	Marin	Climate-Priority Area 6	Met
21654740000000	Sausalito Marin City	Marin	Basic-Priority Area 1	Not Met
21654740000000	Sausalito Marin City	Marin	Academic-Priority Area 2	Not Met
21654740000000	Sausalito Marin City	Marin	Parents-Priority Area 3	Not Met
21654740000000	Sausalito Marin City	Marin	Climate-Priority Area 6	Not Met
21654820000000	Tamalpais Union High	Marin	Basic-Priority Area 1	Met
21654820000000	Tamalpais Union High	Marin	Academic-Priority Area 2	Met
21654820000000	Tamalpais Union High	Marin	Parents-Priority Area 3	Met
21654820000000	Tamalpais Union High	Marin	Climate-Priority Area 6	Met
21733610000000	Shoreline Unified	Marin	Basic-Priority Area 1	Met
21733610000000	Shoreline Unified	Marin	Academic-Priority Area 2	Met
21733610000000	Shoreline Unified	Marin	Parents-Priority Area 3	Met
21733610000000	Shoreline Unified	Marin	Climate-Priority Area 6	Met
21750020000000	Ross Valley Elementary	Marin	Basic-Priority Area 1	Met
21750020000000	Ross Valley Elementary	Marin	Academic-Priority Area 2	Met
21750020000000	Ross Valley Elementary	Marin	Parents-Priority Area 3	Met
21750020000000	Ross Valley Elementary	Marin	Climate-Priority Area 6	Met
22102230000000	Mariposa County Office of Education	Mariposa	Basic-Priority Area 1	Met
22102230000000	Mariposa County Office of Education	Mariposa	Academic-Priority Area 2	Met
22102230000000	Mariposa County Office of Education	Mariposa	Parents-Priority Area 3	Met
22102230000000	Mariposa County Office of Education	Mariposa	Climate-Priority Area 6	Met
22102230000000	Mariposa County Office of Education	Mariposa	Expelled-Priority Area 9	Met
22102230000000	Mariposa County Office of Education	Mariposa	FosterYouth-Priority Area 10	Met
22655320000000	Mariposa County Unified	Mariposa	Basic-Priority Area 1	Met
22655320000000	Mariposa County Unified	Mariposa	Academic-Priority Area 2	Met
22655320000000	Mariposa County Unified	Mariposa	Parents-Priority Area 3	Met
22655320000000	Mariposa County Unified	Mariposa	Climate-Priority Area 6	Met
23102310000000	Mendocino County Office of Education	Mendocino	Basic-Priority Area 1	Met
23102310000000	Mendocino County Office of Education	Mendocino	Academic-Priority Area 2	Met
23102310000000	Mendocino County Office of Education	Mendocino	Parents-Priority Area 3	Met
23102310000000	Mendocino County Office of Education	Mendocino	Climate-Priority Area 6	Met
23102310000000	Mendocino County Office of Education	Mendocino	Expelled-Priority Area 9	Met
23102310000000	Mendocino County Office of Education	Mendocino	FosterYouth-Priority Area 10	Met
23655400000000	Anderson Valley Unified	Mendocino	Basic-Priority Area 1	Met
23655400000000	Anderson Valley Unified	Mendocino	Academic-Priority Area 2	Met
23655400000000	Anderson Valley Unified	Mendocino	Parents-Priority Area 3	Met
23655400000000	Anderson Valley Unified	Mendocino	Climate-Priority Area 6	Met
23655570000000	Arena Union Elementary	Mendocino	Basic-Priority Area 1	Met
23655570000000	Arena Union Elementary	Mendocino	Academic-Priority Area 2	Met
23655570000000	Arena Union Elementary	Mendocino	Parents-Priority Area 3	Met
23655570000000	Arena Union Elementary	Mendocino	Climate-Priority Area 6	Met
23655650000000	Fort Bragg Unified	Mendocino	Basic-Priority Area 1	Met
23655650000000	Fort Bragg Unified	Mendocino	Academic-Priority Area 2	Met
23655650000000	Fort Bragg Unified	Mendocino	Parents-Priority Area 3	Met
23655650000000	Fort Bragg Unified	Mendocino	Climate-Priority Area 6	Met
23655730000000	Manchester Union Elementary	Mendocino	Basic-Priority Area 1	Not Met
23655730000000	Manchester Union Elementary	Mendocino	Academic-Priority Area 2	Not Met
23655730000000	Manchester Union Elementary	Mendocino	Parents-Priority Area 3	Not Met
23655730000000	Manchester Union Elementary	Mendocino	Climate-Priority Area 6	Not Met
23655810000000	Mendocino Unified	Mendocino	Basic-Priority Area 1	Met
23655810000000	Mendocino Unified	Mendocino	Academic-Priority Area 2	Met
23655810000000	Mendocino Unified	Mendocino	Parents-Priority Area 3	Met
23655810000000	Mendocino Unified	Mendocino	Climate-Priority Area 6	Met
23655990000000	Point Arena Joint Union High	Mendocino	Basic-Priority Area 1	Not Met
23655990000000	Point Arena Joint Union High	Mendocino	Academic-Priority Area 2	Not Met
23655990000000	Point Arena Joint Union High	Mendocino	Parents-Priority Area 3	Not Met
23655990000000	Point Arena Joint Union High	Mendocino	Climate-Priority Area 6	Not Met
23656070000000	Round Valley Unified	Mendocino	Basic-Priority Area 1	Met
23656070000000	Round Valley Unified	Mendocino	Academic-Priority Area 2	Met
23656070000000	Round Valley Unified	Mendocino	Parents-Priority Area 3	Met
23656070000000	Round Valley Unified	Mendocino	Climate-Priority Area 6	Not Met
23656150000000	Ukiah Unified	Mendocino	Basic-Priority Area 1	Met
23656150000000	Ukiah Unified	Mendocino	Academic-Priority Area 2	Met
23656150000000	Ukiah Unified	Mendocino	Parents-Priority Area 3	Met
23656150000000	Ukiah Unified	Mendocino	Climate-Priority Area 6	Met
23656230000000	Willits Unified	Mendocino	Basic-Priority Area 1	Not Met
23656230000000	Willits Unified	Mendocino	Academic-Priority Area 2	Not Met
23656230000000	Willits Unified	Mendocino	Parents-Priority Area 3	Not Met
23656230000000	Willits Unified	Mendocino	Climate-Priority Area 6	Not Met
23738660000000	Potter Valley Community Unified	Mendocino	Basic-Priority Area 1	Met
23738660000000	Potter Valley Community Unified	Mendocino	Academic-Priority Area 2	Met
23738660000000	Potter Valley Community Unified	Mendocino	Parents-Priority Area 3	Met
23738660000000	Potter Valley Community Unified	Mendocino	Climate-Priority Area 6	Met
23739160000000	Laytonville Unified	Mendocino	Basic-Priority Area 1	Met
23739160000000	Laytonville Unified	Mendocino	Academic-Priority Area 2	Met
23739160000000	Laytonville Unified	Mendocino	Parents-Priority Area 3	Met
23739160000000	Laytonville Unified	Mendocino	Climate-Priority Area 6	Met
23752180000000	Leggett Valley Unified	Mendocino	Basic-Priority Area 1	Met
23752180000000	Leggett Valley Unified	Mendocino	Academic-Priority Area 2	Met
23752180000000	Leggett Valley Unified	Mendocino	Parents-Priority Area 3	Met
23752180000000	Leggett Valley Unified	Mendocino	Climate-Priority Area 6	Met
24102490000000	Merced County Office of Education	Merced	Basic-Priority Area 1	Met
24102490000000	Merced County Office of Education	Merced	Academic-Priority Area 2	Met
24102490000000	Merced County Office of Education	Merced	Parents-Priority Area 3	Met
24102490000000	Merced County Office of Education	Merced	Climate-Priority Area 6	Met
24102490000000	Merced County Office of Education	Merced	Expelled-Priority Area 9	Met
24102490000000	Merced County Office of Education	Merced	FosterYouth-Priority Area 10	Met
24656310000000	Atwater Elementary	Merced	Basic-Priority Area 1	Met
24656310000000	Atwater Elementary	Merced	Academic-Priority Area 2	Met
24656310000000	Atwater Elementary	Merced	Parents-Priority Area 3	Met
24656310000000	Atwater Elementary	Merced	Climate-Priority Area 6	Met
24656490000000	Ballico-Cressey Elementary	Merced	Basic-Priority Area 1	Met
24656490000000	Ballico-Cressey Elementary	Merced	Academic-Priority Area 2	Met
24656490000000	Ballico-Cressey Elementary	Merced	Parents-Priority Area 3	Met
24656490000000	Ballico-Cressey Elementary	Merced	Climate-Priority Area 6	Met
24656800000000	El Nido Elementary	Merced	Basic-Priority Area 1	Met
24656800000000	El Nido Elementary	Merced	Academic-Priority Area 2	Met
24656800000000	El Nido Elementary	Merced	Parents-Priority Area 3	Met
24656800000000	El Nido Elementary	Merced	Climate-Priority Area 6	Met
24656980000000	Hilmar Unified	Merced	Basic-Priority Area 1	Met
24656980000000	Hilmar Unified	Merced	Academic-Priority Area 2	Met
24656980000000	Hilmar Unified	Merced	Parents-Priority Area 3	Met
24656980000000	Hilmar Unified	Merced	Climate-Priority Area 6	Met
24657220000000	Le Grand Union Elementary	Merced	Basic-Priority Area 1	Met
24657220000000	Le Grand Union Elementary	Merced	Academic-Priority Area 2	Met
24657220000000	Le Grand Union Elementary	Merced	Parents-Priority Area 3	Met
24657220000000	Le Grand Union Elementary	Merced	Climate-Priority Area 6	Met
24657300000000	Le Grand Union High	Merced	Basic-Priority Area 1	Met
24657300000000	Le Grand Union High	Merced	Academic-Priority Area 2	Met
24657300000000	Le Grand Union High	Merced	Parents-Priority Area 3	Met
24657300000000	Le Grand Union High	Merced	Climate-Priority Area 6	Met
24657480000000	Livingston Union	Merced	Basic-Priority Area 1	Met
24657480000000	Livingston Union	Merced	Academic-Priority Area 2	Met
24657480000000	Livingston Union	Merced	Parents-Priority Area 3	Met
24657480000000	Livingston Union	Merced	Climate-Priority Area 6	Met
24657550000000	Los Banos Unified	Merced	Basic-Priority Area 1	Met
24657550000000	Los Banos Unified	Merced	Academic-Priority Area 2	Met
24657550000000	Los Banos Unified	Merced	Parents-Priority Area 3	Met
24657550000000	Los Banos Unified	Merced	Climate-Priority Area 6	Met
24657630000000	McSwain Union Elementary	Merced	Basic-Priority Area 1	Met
24657630000000	McSwain Union Elementary	Merced	Academic-Priority Area 2	Met
24657630000000	McSwain Union Elementary	Merced	Parents-Priority Area 3	Met
24657630000000	McSwain Union Elementary	Merced	Climate-Priority Area 6	Met
24657710000000	Merced City Elementary	Merced	Basic-Priority Area 1	Met
24657710000000	Merced City Elementary	Merced	Academic-Priority Area 2	Met
24657710000000	Merced City Elementary	Merced	Parents-Priority Area 3	Met
24657710000000	Merced City Elementary	Merced	Climate-Priority Area 6	Met
24657890000000	Merced Union High	Merced	Basic-Priority Area 1	Met
24657890000000	Merced Union High	Merced	Academic-Priority Area 2	Met
24657890000000	Merced Union High	Merced	Parents-Priority Area 3	Met
24657890000000	Merced Union High	Merced	Climate-Priority Area 6	Met
24658130000000	Plainsburg Union Elementary	Merced	Basic-Priority Area 1	Met
24658130000000	Plainsburg Union Elementary	Merced	Academic-Priority Area 2	Met
24658130000000	Plainsburg Union Elementary	Merced	Parents-Priority Area 3	Met
24658130000000	Plainsburg Union Elementary	Merced	Climate-Priority Area 6	Met
24658210000000	Planada Elementary	Merced	Basic-Priority Area 1	Met
24658210000000	Planada Elementary	Merced	Academic-Priority Area 2	Met
24658210000000	Planada Elementary	Merced	Parents-Priority Area 3	Met
24658210000000	Planada Elementary	Merced	Climate-Priority Area 6	Met
24658390000000	Snelling-Merced Falls Union Elementary	Merced	Basic-Priority Area 1	Met
24658390000000	Snelling-Merced Falls Union Elementary	Merced	Academic-Priority Area 2	Met
24658390000000	Snelling-Merced Falls Union Elementary	Merced	Parents-Priority Area 3	Met
24658390000000	Snelling-Merced Falls Union Elementary	Merced	Climate-Priority Area 6	Met
24658620000000	Weaver Union	Merced	Basic-Priority Area 1	Met
24658620000000	Weaver Union	Merced	Academic-Priority Area 2	Met
24658620000000	Weaver Union	Merced	Parents-Priority Area 3	Met
24658620000000	Weaver Union	Merced	Climate-Priority Area 6	Met
24658700000000	Winton	Merced	Basic-Priority Area 1	Met
24658700000000	Winton	Merced	Academic-Priority Area 2	Met
24658700000000	Winton	Merced	Parents-Priority Area 3	Met
24658700000000	Winton	Merced	Climate-Priority Area 6	Met
24736190000000	Gustine Unified	Merced	Basic-Priority Area 1	Met
24736190000000	Gustine Unified	Merced	Academic-Priority Area 2	Met
24736190000000	Gustine Unified	Merced	Parents-Priority Area 3	Met
24736190000000	Gustine Unified	Merced	Climate-Priority Area 6	Met
24737260000000	Merced River Union Elementary	Merced	Basic-Priority Area 1	Met
24737260000000	Merced River Union Elementary	Merced	Academic-Priority Area 2	Met
