cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	dass_flag	StudentGroup	currnumer	currdenom	currstatus	priornumer	priordenom	priorstatus	safetynet	change	statuslevel	changelevel	color	box	reportingyear
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				FI	1	1	100										2018
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				HI	37	37	100										2018
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				HOM	24	25	96										2018
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				MR	6	6	100										2018
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				SED	82	84	97.6										2018
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				SWD	13	15	86.7										2018
05615560532507	S	Bret Harte Union High	Bret Harte Union High	Calaveras				WH	89	92	96.7										2018
05615640000000	D		Calaveras Unified	Calaveras				AA	4	4	100										2018
05615640000000	D		Calaveras Unified	Calaveras				AI	4	4	100										2018
05615640000000	D		Calaveras Unified	Calaveras				ALL	249	266	93.6										2018
05615640000000	D		Calaveras Unified	Calaveras				AS	1	1	100										2018
05615640000000	D		Calaveras Unified	Calaveras				EL	2	2	100										2018
05615640000000	D		Calaveras Unified	Calaveras				FI	2	2	100										2018
05615640000000	D		Calaveras Unified	Calaveras				FOS	2	5	40										2018
05615640000000	D		Calaveras Unified	Calaveras				HI	34	39	87.2										2018
05615640000000	D		Calaveras Unified	Calaveras				HOM	58	64	90.6										2018
05615640000000	D		Calaveras Unified	Calaveras				MR	7	7	100										2018
05615640000000	D		Calaveras Unified	Calaveras				PI	1	1	100										2018
05615640000000	D		Calaveras Unified	Calaveras				SED	188	202	93.1										2018
05615640000000	D		Calaveras Unified	Calaveras				SWD	29	39	74.4										2018
05615640000000	D		Calaveras Unified	Calaveras				WH	196	208	94.2										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				AA	1	1	100										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				AI	2	2	100										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				ALL	41	49	83.7										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				FOS	0	1	0										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				HI	5	7	71.4										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				HOM	16	20	80										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				SED	35	40	87.5										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				SWD	5	9	55.6										2018
05615640530055	S	Calaveras Unified Alternative-Sierra Hills Educati	Calaveras Unified	Calaveras				WH	33	39	84.6										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				AA	3	3	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				AI	2	2	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				ALL	195	201	97										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				AS	1	1	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				EL	1	1	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				FI	2	2	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				FOS	1	2	50										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				HI	25	27	92.6										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				HOM	39	39	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				MR	7	7	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				PI	1	1	100										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				SED	143	148	96.6										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				SWD	21	27	77.8										2018
05615640531509	S	Calaveras High	Calaveras Unified	Calaveras				WH	154	158	97.5										2018
06615980000000	D		Colusa Unified	Colusa				AI	3	3	100										2018
06615980000000	D		Colusa Unified	Colusa				ALL	103	108	95.4										2018
06615980000000	D		Colusa Unified	Colusa				AS	2	2	100										2018
06615980000000	D		Colusa Unified	Colusa				EL	17	20	85										2018
06615980000000	D		Colusa Unified	Colusa				HI	64	66	97										2018
06615980000000	D		Colusa Unified	Colusa				HOM	3	3	100										2018
06615980000000	D		Colusa Unified	Colusa				SED	66	70	94.3										2018
06615980000000	D		Colusa Unified	Colusa				SWD	6	6	100										2018
06615980000000	D		Colusa Unified	Colusa				WH	34	37	91.9										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				ALL	9	12	75										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				AS	1	1	100										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				EL	3	4	75										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				HI	6	7	85.7										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				HOM	1	1	100										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				SED	6	8	75										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				SWD	3	3	100										2018
06615980630046	S	Colusa Alternative Home	Colusa Unified	Colusa				WH	2	4	50										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				AI	3	3	100										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				ALL	87	90	96.7										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				AS	1	1	100										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				EL	11	13	84.6										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				HI	53	55	96.4										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				HOM	2	2	100										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				SED	53	56	94.6										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				SWD	3	3	100										2018
06615980631259	S	Colusa High	Colusa Unified	Colusa				WH	30	31	96.8										2018
06616060000000	D		Maxwell Unified	Colusa				ALL	28	29	96.6										2018
06616060000000	D		Maxwell Unified	Colusa				EL	4	4	100										2018
06616060000000	D		Maxwell Unified	Colusa				FOS	1	1	100										2018
06616060000000	D		Maxwell Unified	Colusa				HI	14	15	93.3										2018
06616060000000	D		Maxwell Unified	Colusa				HOM	2	2	100										2018
06616060000000	D		Maxwell Unified	Colusa				SED	19	20	95										2018
06616060000000	D		Maxwell Unified	Colusa				SWD	3	3	100										2018
06616060000000	D		Maxwell Unified	Colusa				WH	13	13	100										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				ALL	28	29	96.6										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				EL	4	4	100										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				FOS	1	1	100										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				HI	14	15	93.3										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				HOM	2	2	100										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				SED	19	20	95										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				SWD	3	3	100										2018
06616060634758	S	Maxwell Sr High	Maxwell Unified	Colusa				WH	13	13	100										2018
06616140000000	D		Pierce Joint Unified	Colusa				AA	1	1	100										2018
06616140000000	D		Pierce Joint Unified	Colusa				ALL	103	107	96.3										2018
06616140000000	D		Pierce Joint Unified	Colusa				AS	2	2	100										2018
06616140000000	D		Pierce Joint Unified	Colusa				EL	16	17	94.1										2018
06616140000000	D		Pierce Joint Unified	Colusa				HI	74	78	94.9										2018
06616140000000	D		Pierce Joint Unified	Colusa				HOM	6	6	100										2018
06616140000000	D		Pierce Joint Unified	Colusa				SED	77	80	96.3										2018
06616140000000	D		Pierce Joint Unified	Colusa				SWD	14	16	87.5										2018
06616140000000	D		Pierce Joint Unified	Colusa				WH	26	26	100										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				AA	1	1	100										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				ALL	97	100	97										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				AS	2	2	100										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				EL	15	15	100										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				HI	69	72	95.8										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				HOM	6	6	100										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				SED	72	74	97.3										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				SWD	13	15	86.7										2018
06616140635250	S	Pierce High	Pierce Joint Unified	Colusa				WH	25	25	100										2018
06616220000000	D		Williams Unified	Colusa				AA	1	1	100										2018
06616220000000	D		Williams Unified	Colusa				AI	1	1	100										2018
06616220000000	D		Williams Unified	Colusa				ALL	100	103	97.1										2018
06616220000000	D		Williams Unified	Colusa				AS	2	2	100										2018
06616220000000	D		Williams Unified	Colusa				EL	25	28	89.3										2018
06616220000000	D		Williams Unified	Colusa				HI	91	94	96.8										2018
06616220000000	D		Williams Unified	Colusa				HOM	6	7	85.7										2018
06616220000000	D		Williams Unified	Colusa				SED	91	94	96.8										2018
06616220000000	D		Williams Unified	Colusa				SWD	7	10	70										2018
06616220000000	D		Williams Unified	Colusa				WH	5	5	100										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				AA	1	1	100										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				AI	1	1	100										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				ALL	83	86	96.5										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				AS	2	2	100										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				EL	17	20	85										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				HI	76	79	96.2										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				HOM	3	4	75										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				SED	78	81	96.3										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				SWD	4	7	57.1										2018
06616220637504	S	Williams Junior/Senior High	Williams Unified	Colusa				WH	3	3	100										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		AA	7	8	87.5										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		ALL	74	75	98.7										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		AS	2	2	100										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		EL	14	14	100										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		FI	1	1	100										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		HI	63	63	100										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		HOM	3	3	100										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		SED	69	70	98.6										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		SWD	6	7	85.7										2018
07100740114470	S	Making Waves Academy	Contra Costa County Office of Education	Contra Costa	Y	Y		WH	1	1	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		AA	18	18	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		AI	2	2	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		ALL	501	515	97.3										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		AS	38	38	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		EL	23	24	95.8										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		FI	24	25	96										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		FOS	1	1	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		HI	119	121	98.3										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		HOM	1	1	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		MR	46	47	97.9										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		PI	4	4	100										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		SED	142	146	97.3										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		SWD	29	37	78.4										2018
07100740731380	S	Clayton Valley Charter High	Contra Costa County Office of Education	Contra Costa	Y	Y		WH	250	260	96.2										2018
07616300000000	D		Acalanes Union High	Contra Costa				AA	22	23	95.7										2018
07616300000000	D		Acalanes Union High	Contra Costa				AI	1	1	100										2018
07616300000000	D		Acalanes Union High	Contra Costa				ALL	1296	1324	97.9										2018
07616300000000	D		Acalanes Union High	Contra Costa				AS	168	172	97.7										2018
07616300000000	D		Acalanes Union High	Contra Costa				EL	27	27	100										2018
07616300000000	D		Acalanes Union High	Contra Costa				FI	31	32	96.9										2018
07616300000000	D		Acalanes Union High	Contra Costa				FOS	1	1	100										2018
07616300000000	D		Acalanes Union High	Contra Costa				HI	97	98	99										2018
07616300000000	D		Acalanes Union High	Contra Costa				HOM	4	6	66.7										2018
07616300000000	D		Acalanes Union High	Contra Costa				MR	73	73	100										2018
07616300000000	D		Acalanes Union High	Contra Costa				PI	5	5	100										2018
07616300000000	D		Acalanes Union High	Contra Costa				SED	85	94	90.4										2018
07616300000000	D		Acalanes Union High	Contra Costa				SWD	139	152	91.4										2018
07616300000000	D		Acalanes Union High	Contra Costa				WH	898	917	97.9										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				AA	0	1	0										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				ALL	29	35	82.9										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				AS	2	2	100										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				EL	1	1	100										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				HI	4	4	100										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				MR	2	2	100										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				SED	5	7	71.4										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				SWD	5	7	71.4										2018
07616300107524	S	Acalanes Center for Independent Study	Acalanes Union High	Contra Costa				WH	21	25	84										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				AA	3	3	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				ALL	302	312	96.8										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				AS	33	34	97.1										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				EL	1	1	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				FI	7	7	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				FOS	1	1	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				HI	20	20	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				HOM	1	2	50										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				MR	20	20	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				PI	1	1	100										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				SED	10	13	76.9										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				SWD	34	39	87.2										2018
07616300730283	S	Acalanes High	Acalanes Union High	Contra Costa				WH	218	227	96										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				AA	6	6	100										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				ALL	317	318	99.7										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				AS	41	42	97.6										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				EL	1	1	100										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				FI	6	6	100										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				HI	22	22	100										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				MR	27	27	100										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				SED	9	9	100										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				SWD	36	37	97.3										2018
07616300731125	S	Campolindo High	Acalanes Union High	Contra Costa				WH	215	215	100										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				AA	9	9	100										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				AI	1	1	100										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				ALL	369	376	98.1										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				AS	49	50	98										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				EL	22	22	100										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				FI	17	18	94.4										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				HI	31	32	96.9										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				HOM	2	3	66.7										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				MR	8	8	100										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				PI	1	1	100										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				SED	52	55	94.5										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				SWD	34	37	91.9										2018
07616300733725	S	Las Lomas High	Acalanes Union High	Contra Costa				WH	253	257	98.4										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				AA	4	4	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				ALL	275	279	98.6										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				AS	43	44	97.7										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				EL	2	2	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				FI	1	1	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				HI	20	20	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				HOM	1	1	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				MR	16	16	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				PI	3	3	100										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				SED	9	10	90										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				SWD	26	28	92.9										2018
07616300734244	S	Miramonte High	Acalanes Union High	Contra Costa				WH	187	189	98.9										2018
07616480000000	D		Antioch Unified	Contra Costa				AA	285	385	74										2018
07616480000000	D		Antioch Unified	Contra Costa				AI	12	17	70.6										2018
07616480000000	D		Antioch Unified	Contra Costa				ALL	1102	1359	81.1										2018
07616480000000	D		Antioch Unified	Contra Costa				AS	66	75	88										2018
07616480000000	D		Antioch Unified	Contra Costa				EL	126	158	79.7										2018
07616480000000	D		Antioch Unified	Contra Costa				FI	64	69	92.8										2018
07616480000000	D		Antioch Unified	Contra Costa				FOS	16	25	64										2018
07616480000000	D		Antioch Unified	Contra Costa				HI	437	523	83.6										2018
07616480000000	D		Antioch Unified	Contra Costa				HOM	52	67	77.6										2018
07616480000000	D		Antioch Unified	Contra Costa				MR	31	41	75.6										2018
07616480000000	D		Antioch Unified	Contra Costa				PI	10	12	83.3										2018
07616480000000	D		Antioch Unified	Contra Costa				SED	783	991	79										2018
07616480000000	D		Antioch Unified	Contra Costa				SWD	125	189	66.1										2018
07616480000000	D		Antioch Unified	Contra Costa				WH	197	236	83.5										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				AA	26	26	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				AI	5	5	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				ALL	149	151	98.7										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				AS	13	14	92.9										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				EL	13	13	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				FI	13	14	92.9										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				FOS	0	1	0										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				HI	61	61	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				HOM	4	4	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				MR	5	5	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				PI	3	3	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				SED	98	100	98										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				SWD	14	14	100										2018
07616480117218	S	Dozier-Libbey Medical High	Antioch Unified	Contra Costa				WH	23	23	100										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				AA	19	45	42.2										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				AI	0	3	0										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				ALL	61	134	45.5										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				EL	2	9	22.2										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				FI	1	4	25										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				FOS	2	4	50										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				HI	22	46	47.8										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				HOM	6	11	54.5										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				MR	2	5	40										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				PI	0	1	0										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				SED	44	108	40.7										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				SWD	10	21	47.6										2018
07616480730259	S	Prospects High (Alternative)	Antioch Unified	Contra Costa				WH	17	30	56.7										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				AA	135	152	88.8										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				AI	2	3	66.7										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				ALL	449	485	92.6										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				AS	38	40	95										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				EL	29	33	87.9										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				FI	40	41	97.6										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				FOS	6	8	75										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				HI	129	138	93.5										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				HOM	31	34	91.2										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				MR	16	18	88.9										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				PI	5	5	100										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				SED	294	326	90.2										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				SWD	41	58	70.7										2018
07616480730465	S	Deer Valley High	Antioch Unified	Contra Costa				WH	84	88	95.5										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				AA	67	75	89.3										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				AI	2	2	100										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				ALL	350	376	93.1										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				AS	14	16	87.5										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				EL	63	69	91.3										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				FI	10	10	100										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				FOS	3	4	75										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				HI	180	191	94.2										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				HOM	12	16	75										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				MR	8	10	80										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				PI	2	2	100										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				SED	280	303	92.4										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				SWD	45	56	80.4										2018
07616480730861	S	Antioch High	Antioch Unified	Contra Costa				WH	67	70	95.7										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			AA	1	1	100										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			ALL	47	64	73.4										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			AS	3	4	75										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			EL	9	15	60										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			HI	24	34	70.6										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			HOM	6	9	66.7										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			MR	2	3	66.7										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			SED	38	54	70.4										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			SWD	5	6	83.3										2018
07616630130930	S	Vista Oaks Charter	Byron Union Elementary	Contra Costa	Y			WH	17	22	77.3										2018
07616970000000	D		John Swett Unified	Contra Costa				AA	31	34	91.2										2018
07616970000000	D		John Swett Unified	Contra Costa				ALL	133	147	90.5										2018
07616970000000	D		John Swett Unified	Contra Costa				AS	13	15	86.7										2018
07616970000000	D		John Swett Unified	Contra Costa				EL	9	12	75										2018
07616970000000	D		John Swett Unified	Contra Costa				FI	11	12	91.7										2018
07616970000000	D		John Swett Unified	Contra Costa				FOS	4	4	100										2018
07616970000000	D		John Swett Unified	Contra Costa				HI	33	37	89.2										2018
07616970000000	D		John Swett Unified	Contra Costa				HOM	7	9	77.8										2018
07616970000000	D		John Swett Unified	Contra Costa				MR	12	14	85.7										2018
07616970000000	D		John Swett Unified	Contra Costa				SED	93	101	92.1										2018
07616970000000	D		John Swett Unified	Contra Costa				SWD	13	17	76.5										2018
07616970000000	D		John Swett Unified	Contra Costa				WH	32	34	94.1										2018
07616970737023	S	John Swett High	John Swett Unified	Contra Costa				AA	25	27	92.6										2018
07616970737023	S	John Swett High	John Swett Unified	Contra Costa				ALL	114	122	93.4										2018
07616970737023	S	John Swett High	John Swett Unified	Contra Costa				AS	13	14	92.9										2018
07616970737023	S	John Swett High	John Swett Unified	Contra Costa				EL	6	8	75										2018
