cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	dass_flag	StudentGroup	currnumer	currdenom	currstatus	priornumer	priordenom	priorstatus	safetynet	change	statuslevel	changelevel	color	box	reportingyear
01611270000000	D		Albany City Unified	Alameda				AI	0	1	0										2018
01611270000000	D		Albany City Unified	Alameda				ALL	285	309	92.2										2018
01611270000000	D		Albany City Unified	Alameda				AS	76	83	91.6										2018
01611270000000	D		Albany City Unified	Alameda				EL	23	28	82.1										2018
01611270000000	D		Albany City Unified	Alameda				FI	5	5	100										2018
01611270000000	D		Albany City Unified	Alameda				HI	48	51	94.1										2018
01611270000000	D		Albany City Unified	Alameda				HOM	5	5	100										2018
01611270000000	D		Albany City Unified	Alameda				MR	30	31	96.8										2018
01611270000000	D		Albany City Unified	Alameda				SED	76	83	91.6										2018
01611270000000	D		Albany City Unified	Alameda				SWD	28	36	77.8										2018
01611270000000	D		Albany City Unified	Alameda				WH	112	123	91.1										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				AA	14	15	93.3										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				AI	0	1	0										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				ALL	280	302	92.7										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				AS	75	81	92.6										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				EL	22	27	81.5										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				FI	5	5	100										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				HI	45	49	91.8										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				HOM	5	5	100										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				MR	29	30	96.7										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				SED	75	82	91.5										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				SWD	26	33	78.8										2018
01611270130450	S	Albany High	Albany City Unified	Alameda				WH	112	121	92.6										2018
01611430000000	D		Berkeley Unified	Alameda				AA	150	180	83.3										2018
01611430000000	D		Berkeley Unified	Alameda				ALL	759	871	87.1										2018
01611430000000	D		Berkeley Unified	Alameda				AS	73	84	86.9										2018
01611430000000	D		Berkeley Unified	Alameda				EL	42	66	63.6										2018
01611430000000	D		Berkeley Unified	Alameda				FI	11	11	100										2018
01611430000000	D		Berkeley Unified	Alameda				FOS	5	9	55.6										2018
01611430000000	D		Berkeley Unified	Alameda				HI	147	172	85.5										2018
01611430000000	D		Berkeley Unified	Alameda				HOM	41	53	77.4										2018
01611430000000	D		Berkeley Unified	Alameda				MR	81	88	92										2018
01611430000000	D		Berkeley Unified	Alameda				PI	1	2	50										2018
01611430000000	D		Berkeley Unified	Alameda				SED	358	415	86.3										2018
01611430000000	D		Berkeley Unified	Alameda				SWD	73	101	72.3										2018
01611430000000	D		Berkeley Unified	Alameda				WH	295	333	88.6										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			AA	18	21	85.7										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			ALL	54	68	79.4										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			AS	1	1	100										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			EL	12	14	85.7										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			FI	3	3	100										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			FOS	1	1	100										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			HI	26	32	81.3										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			HOM	2	2	100										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			MR	5	7	71.4										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			SED	50	60	83.3										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			SWD	11	13	84.6										2018
01611430122697	S	REALM Charter High	Berkeley Unified	Alameda	Y			WH	1	4	25										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				AA	136	152	89.5										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				ALL	740	829	89.3										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				AS	73	80	91.3										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				EL	41	64	64.1										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				FI	11	11	100										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				FOS	4	7	57.1										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				HI	142	165	86.1										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				HOM	40	49	81.6										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				MR	81	86	94.2										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				PI	1	2	50										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				SED	346	386	89.6										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				SWD	70	93	75.3										2018
01611430131177	S	Berkeley High	Berkeley Unified	Alameda				WH	295	332	88.9										2018
01611500000000	D		Castro Valley Unified	Alameda				AA	52	57	91.2										2018
01611500000000	D		Castro Valley Unified	Alameda				AI	1	1	100										2018
01611500000000	D		Castro Valley Unified	Alameda				ALL	748	778	96.1										2018
01611500000000	D		Castro Valley Unified	Alameda				AS	166	168	98.8										2018
01611500000000	D		Castro Valley Unified	Alameda				EL	49	54	90.7										2018
01611500000000	D		Castro Valley Unified	Alameda				FI	38	39	97.4										2018
01611500000000	D		Castro Valley Unified	Alameda				FOS	1	3	33.3										2018
01611500000000	D		Castro Valley Unified	Alameda				HI	190	199	95.5										2018
01611500000000	D		Castro Valley Unified	Alameda				HOM	13	15	86.7										2018
01611500000000	D		Castro Valley Unified	Alameda				MR	65	66	98.5										2018
01611500000000	D		Castro Valley Unified	Alameda				PI	5	6	83.3										2018
01611500000000	D		Castro Valley Unified	Alameda				SED	220	234	94										2018
01611500000000	D		Castro Valley Unified	Alameda				SWD	55	66	83.3										2018
01611500000000	D		Castro Valley Unified	Alameda				WH	226	237	95.4										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				AA	50	55	90.9										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				AI	1	1	100										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				ALL	688	708	97.2										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				AS	164	166	98.8										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				EL	45	49	91.8										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				FI	38	39	97.4										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				FOS	1	3	33.3										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				HI	155	158	98.1										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				HOM	11	12	91.7										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				MR	65	65	100										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				PI	4	5	80										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				SED	202	210	96.2										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				SWD	47	56	83.9										2018
01611500132225	S	Castro Valley High	Castro Valley Unified	Alameda				WH	206	214	96.3										2018
01611500133876	S	Castro Valley Virtual Academy	Castro Valley Unified	Alameda				ALL	2	3	66.7										2018
01611500133876	S	Castro Valley Virtual Academy	Castro Valley Unified	Alameda				HI	1	1	100										2018
01611500133876	S	Castro Valley Virtual Academy	Castro Valley Unified	Alameda				SED	1	2	50										2018
01611500133876	S	Castro Valley Virtual Academy	Castro Valley Unified	Alameda				WH	1	2	50										2018
01611680000000	D		Emery Unified	Alameda				AA	17	19	89.5										2018
01611680000000	D		Emery Unified	Alameda				ALL	34	37	91.9										2018
01611680000000	D		Emery Unified	Alameda				AS	6	6	100										2018
01611680000000	D		Emery Unified	Alameda				EL	3	4	75										2018
01611680000000	D		Emery Unified	Alameda				FI	1	1	100										2018
01611680000000	D		Emery Unified	Alameda				HI	5	5	100										2018
01611680000000	D		Emery Unified	Alameda				HOM	2	2	100										2018
01611680000000	D		Emery Unified	Alameda				MR	2	2	100										2018
01611680000000	D		Emery Unified	Alameda				SED	34	35	97.1										2018
01611680000000	D		Emery Unified	Alameda				SWD	3	4	75										2018
01611680000000	D		Emery Unified	Alameda				WH	3	4	75										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				AA	17	19	89.5										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				ALL	34	37	91.9										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				AS	6	6	100										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				EL	3	4	75										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				FI	1	1	100										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				HI	5	5	100										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				HOM	2	2	100										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				MR	2	2	100										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				SED	34	35	97.1										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				SWD	3	4	75										2018
01611680132746	S	Emery Secondary	Emery Unified	Alameda				WH	3	4	75										2018
01611760000000	D		Fremont Unified	Alameda				AA	75	83	90.4										2018
01611760000000	D		Fremont Unified	Alameda				AI	5	6	83.3										2018
01611760000000	D		Fremont Unified	Alameda				ALL	2210	2372	93.2										2018
01611760000000	D		Fremont Unified	Alameda				AS	1222	1276	95.8										2018
01611760000000	D		Fremont Unified	Alameda				EL	237	281	84.3										2018
01611760000000	D		Fremont Unified	Alameda				FI	154	163	94.5										2018
01611760000000	D		Fremont Unified	Alameda				FOS	3	5	60										2018
01611760000000	D		Fremont Unified	Alameda				HI	316	367	86.1										2018
01611760000000	D		Fremont Unified	Alameda				HOM	32	47	68.1										2018
01611760000000	D		Fremont Unified	Alameda				MR	27	29	93.1										2018
01611760000000	D		Fremont Unified	Alameda				PI	29	31	93.5										2018
01611760000000	D		Fremont Unified	Alameda				SED	628	719	87.3										2018
01611760000000	D		Fremont Unified	Alameda				SWD	196	258	76										2018
01611760000000	D		Fremont Unified	Alameda				WH	382	417	91.6										2018
01611760127233	S	Young Adult Program	Fremont Unified	Alameda				ALL	0	1	0										2018
01611760127233	S	Young Adult Program	Fremont Unified	Alameda				EL	0	1	0										2018
01611760127233	S	Young Adult Program	Fremont Unified	Alameda				SED	0	1	0										2018
01611760127233	S	Young Adult Program	Fremont Unified	Alameda				SWD	0	1	0										2018
01611760127233	S	Young Adult Program	Fremont Unified	Alameda				WH	0	1	0										2018
01611760130062	S	American High	Fremont Unified	Alameda				AA	17	19	89.5										2018
01611760130062	S	American High	Fremont Unified	Alameda				AI	2	2	100										2018
01611760130062	S	American High	Fremont Unified	Alameda				ALL	479	505	94.9										2018
01611760130062	S	American High	Fremont Unified	Alameda				AS	268	279	96.1										2018
01611760130062	S	American High	Fremont Unified	Alameda				EL	47	55	85.5										2018
01611760130062	S	American High	Fremont Unified	Alameda				FI	57	60	95										2018
01611760130062	S	American High	Fremont Unified	Alameda				HI	46	48	95.8										2018
01611760130062	S	American High	Fremont Unified	Alameda				HOM	3	4	75										2018
01611760130062	S	American High	Fremont Unified	Alameda				MR	5	5	100										2018
01611760130062	S	American High	Fremont Unified	Alameda				PI	8	9	88.9										2018
01611760130062	S	American High	Fremont Unified	Alameda				SED	133	152	87.5										2018
01611760130062	S	American High	Fremont Unified	Alameda				SWD	35	46	76.1										2018
01611760130062	S	American High	Fremont Unified	Alameda				WH	76	83	91.6										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				AA	3	4	75										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				AI	0	1	0										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				ALL	12	20	60										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				AS	3	3	100										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				EL	2	2	100										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				HI	2	4	50										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				HOM	2	3	66.7										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				PI	1	1	100										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				SED	10	14	71.4										2018
01611760130435	S	Vista Alternative	Fremont Unified	Alameda				WH	3	7	42.9										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			AA	1	2	50										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			ALL	36	49	73.5										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			AS	17	21	81										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			EL	5	5	100										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			FI	1	1	100										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			FOS	0	1	0										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			HI	6	10	60										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			PI	1	1	100										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			SED	15	18	83.3										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			SWD	4	9	44.4										2018
01611760130534	S	Circle of Independent Learning	Fremont Unified	Alameda	Y			WH	10	14	71.4										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				AA	5	6	83.3										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				ALL	471	497	94.8										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				AS	290	308	94.2										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				EL	57	65	87.7										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				FI	36	37	97.3										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				FOS	1	2	50										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				HI	49	51	96.1										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				HOM	8	9	88.9										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				MR	4	4	100										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				PI	6	7	85.7										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				SED	103	111	92.8										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				SWD	52	59	88.1										2018
01611760134270	S	Irvington High	Fremont Unified	Alameda				WH	81	84	96.4										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				AA	24	26	92.3										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				AI	1	1	100										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				ALL	332	352	94.3										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				AS	93	97	95.9										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				EL	56	65	86.2										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				FI	25	27	92.6										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				HI	102	112	91.1										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				HOM	7	10	70										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				MR	6	6	100										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				PI	8	8	100										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				SED	190	206	92.2										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				SWD	41	52	78.8										2018
01611760134452	S	John F. Kennedy High	Fremont Unified	Alameda				WH	73	75	97.3										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				AA	1	1	100										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				ALL	460	483	95.2										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				AS	424	439	96.6										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				EL	14	23	60.9										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				FI	5	6	83.3										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				HI	6	9	66.7										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				HOM	2	3	66.7										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				MR	1	1	100										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				PI	1	1	100										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				SED	23	34	67.6										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				SWD	7	23	30.4										2018
01611760135244	S	Mission San Jose High	Fremont Unified	Alameda				WH	22	26	84.6										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				AA	18	19	94.7										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				AI	2	2	100										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				ALL	389	409	95.1										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				AS	138	139	99.3										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				EL	46	52	88.5										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				FI	28	29	96.6										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				FOS	2	2	100										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				HI	80	90	88.9										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				HOM	4	9	44.4										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				MR	10	11	90.9										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				PI	3	3	100										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				SED	132	145	91										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				SWD	45	54	83.3										2018
01611760138693	S	Washington High	Fremont Unified	Alameda				WH	110	116	94.8										2018
01611920000000	D		Hayward Unified	Alameda				AA	112	156	71.8										2018
01611920000000	D		Hayward Unified	Alameda				AI	5	5	100										2018
01611920000000	D		Hayward Unified	Alameda				ALL	1118	1368	81.7										2018
01611920000000	D		Hayward Unified	Alameda				AS	110	120	91.7										2018
01611920000000	D		Hayward Unified	Alameda				EL	222	308	72.1										2018
01611920000000	D		Hayward Unified	Alameda				FI	109	117	93.2										2018
01611920000000	D		Hayward Unified	Alameda				FOS	7	18	38.9										2018
01611920000000	D		Hayward Unified	Alameda				HI	649	806	80.5										2018
01611920000000	D		Hayward Unified	Alameda				HOM	38	58	65.5										2018
